c_personid,Rank,Lindex,friend,enemy,c_index_year,c_birthyear,c_deathyear,c_death_age,c_fl_earliest_year,c_fl_latest_year,choronym,Lu,entrytype,Longitude,Latitude
7028,4,1143,93.25739503,0,1143,0,0,0,1124,1143,C12,L12669,E12669,120.9482346,31.3861084
7043,4,1144,98.04326043,0,1144,1085,1146,62,0,0,0,L13867,E13867,118.774612,27.528404
7046,1,1142,97.62758315,0,1142,1089,1142,54,0,0,0,L12669,E12669,120.168625,30.294125
7143,6.5,1149,100.5424344,0,1149,1090,1154,65,0,0,C24,L12669,E12669,120.733788,31.646582
7307,3,1148,81.61844005,87.33354465,1148,1089,1164,76,0,0,0,L12669,E12669,120.618622,31.31271
7330,5.5,1142,41.79854586,49.90201683,1142,0,1142,0,0,0,C76,L13284,E13284,103.869247,30.200752
7343,1,1140,89.84870981,151.3164261,1140,1081,1169,89,0,0,0,L12669,E12669,119.952301,31.782784
7381,6,1141,100.9245593,0,1141,1082,1153,72,0,0,C20,L12669,E12669,120.637787,31.167065
7389,1,1149,98.6188723,0,1149,1090,1151,62,0,0,0,L12669,E12669,120.9482346,31.3861084
8008,1.5,1149,99.58038077,9577.810332,1149,1090,1155,66,0,0,0,L12824,E12824,118.76899,32.052563
8024,1.5,1144,99.81022563,200.1593616,1144,1085,1147,63,0,0,0,L11901,E11901,111.217209,35.357723
8037,1.5,1145,55.38550833,99.58038077,1145,1086,1163,78,0,0,C7,L13867,E13867,119.321577,26.073954
8039,1.5,1141,97.90562417,182.5158908,1141,1082,1144,63,0,0,0,L12669,E12669,120.618622,31.31271
8050,1,1149,95.30208558,117.0692797,1149,1090,1151,62,0,0,0,L12669,E12669,120.618622,31.31271
8054,1.5,1147,95.42933455,195.165978,1147,1088,1152,65,0,0,0,L12669,E12669,119.9406,30.27177
8060,2.5,1141,97.03515115,0,1141,0,0,67,0,0,0,L12907,E12907,114.559631,29.038708
8063,2,1146,87.95500568,0,1146,0,1146,0,0,0,0,L12669,E12669,120.168625,30.294125
8078,1.5,1140,100.7502457,378.1929293,1140,1083,1140,58,0,0,C15,L12669,E12669,120.297668,31.574614
8082,1,1144,97.43878946,48.34075744,1144,1085,1146,62,0,0,C15,L13867,E13867,118.589905,24.909641
8094,2,1145,95.26381908,0,1145,0,0,73,0,0,0,L12753,E12753,120.025253,28.897268
8137,1.5,1140,49.35934982,0,1140,0,1140,0,0,0,0,L11703,E11703,114.345497,36.098343
8138,2,1149,0,0,1149,0,0,0,0,1147,0,L12824,E12824,118.76899,32.052563
8141,2,1147,89.80347175,49.79019038,1147,1088,1171,84,0,0,C62,L12824,E12824,117.930214,29.933117
8175,1,1141,95.93821857,303.1971932,1141,1103,1141,39,0,0,0,L12824,E12824,117.481834,30.654661
8178,2.5,1143,95.08262862,51.96459304,1143,1084,1144,61,0,0,C20,L11546,E11546,115.665085,36.236708
10156,1.5,1147,93.45610412,49.79019038,1147,1088,1155,68,0,0,0,L12824,E12824,116.663833,28.994167
10159,8.5,1149,85.11366128,0,1149,1090,1149,60,0,0,0,L12824,E12824,116.663833,28.994167
10212,7.5,1149,92.43565148,0,1149,0,0,0,0,0,0,L13284,E13284,103.831459,30.050497
10267,6.5,1145,88.47487104,0,1145,0,0,0,0,0,0,L12669,E12669,120.9482346,31.3861084
10317,9,1148,98.38130388,0,1148,0,0,0,0,0,0,L12753,E12753,121.542656,29.866316
10416,2.5,1142,87.30660183,0,1142,1089,1142,54,0,0,C18,L12753,E12753,118.867645,28.956821
10549,8,1144,94.78163804,0,1144,1081,1144,64,0,0,C45,L12824,E12824,118.76899,32.052563
10560,5.5,1145,96.12833484,0,1145,0,0,0,0,0,C34,L12753,E12753,120.653221,28.018291
10703,4,1143,101.7115781,164.234021,1143,1084,1145,62,0,0,C31,L12753,E12753,119.649918,29.104712
10757,9,1140,47.53240298,42.81956373,1140,0,0,0,1119,1131,0,L12753,E12753,120.815277,29.58749
10995,7,1145,52.57257713,0,1145,0,0,0,1115,0,0,L13867,E13867,119.011101,25.433954
11107,4,1142,93.36519419,0,1142,0,0,0,0,0,0,L13867,E13867,119.011101,25.433954
11189,3.5,1143,56.99128846,0,1143,1084,1151,68,0,0,C4,L13867,E13867,118.68367,25.36455727
11272,8.5,1148,33.16240436,0,1148,0,0,0,1118,0,C62,L13867,E13867,119.011101,25.433954
11363,5,1148,33.11025194,0,1148,0,0,0,0,0,0,L12753,E12753,121.120598,28.843132
11445,8,1145,97.1820466,99.58038077,1145,0,0,0,1115,0,0,L13867,E13867,119.011101,25.433954
11504,8,1145,0,0,1145,0,0,0,0,0,0,L13867,E13867,119.321577,26.073954
11552,8,1142,52.38924675,0,1142,0,0,0,0,0,C115,L13867,E13867,119.321577,26.073954
11675,7.5,1145,47.2950022,0,1145,1086,0,73,0,0,C42,L12433,E12433,116.555748,33.268639
11710,5.5,1142,90.38295867,0,1142,0,0,0,0,0,0,L11027,E11027,114.77003,35.418397
11826,1,1146,104.5613818,92.60975412,1146,1097,1146,50,0,0,C29,L13867,E13867,118.026779,27.756025
11827,6.5,1147,104.4905427,0,1147,1101,1147,47,0,0,C29,L13867,E13867,118.026779,27.756025
11853,8.5,1145,55.18999091,99.58038077,1145,0,0,0,0,0,0,L12669,E12669,119.569855,31.995802
11872,6,1145,104.8787919,0,1145,1086,1162,77,0,0,0,L13867,E13867,118.026779,27.756025
11904,4,1143,105.4291967,92.60975412,1143,1097,1143,47,0,0,C23,L13867,E13867,118.026779,27.756025
11976,7.5,1145,0,0,1145,0,0,0,0,0,0,L11027,E11027,115.065971,34.430504
12023,4.5,1147,100.3663334,0,1147,1088,1156,69,0,0,C2,L12669,E12669,119.952301,31.782784
12032,5.5,1145,94.41824073,0,1145,0,0,0,0,0,C2,L13867,E13867,118.68367,25.36455727
12187,9.5,1142,95.15845254,0,1142,1091,1142,52,0,0,0,L12907,E12907,114.608452,27.382462
12437,6,1145,99.05278265,0,1145,0,0,0,0,0,C72,L13284,E13284,104.197617,31.342484
12724,6,1142,0,0,1142,0,0,0,0,0,0,L13867,E13867,119.321577,26.073954
12973,8,1145,42.27589061,0,1145,0,0,0,0,0,0,L13867,E13867,118.536255,27.924686
13058,7,1148,98.00445781,0,1148,0,0,0,0,0,C32,L12907,E12907,114.559631,29.038708
13143,6,1141,93.75516589,0,1141,1082,1151,70,0,0,0,L12907,E12907,114.971275,27.103239
13420,6.5,1142,100.0473199,142.3999445,1142,0,0,0,1112,0,C33,L12753,E12753,120.902107,29.494654
13462,5.5,1145,93.31713647,0,1145,0,0,0,0,0,C23,L12753,E12753,120.578262,30.004515
13639,9,1142,0,0,1142,0,0,0,0,0,C45,L13867,E13867,119.2296143,26.09373856
13715,9,1148,97.38438895,49.79019038,1148,0,0,0,0,0,C9,L13867,E13867,118.536255,27.924686
13892,8.5,1148,54.8964664,0,1148,1093,1148,56,0,0,C9,L13284,E13284,103.512261,30.02619
13924,4,1147,98.47222139,0,1147,0,1147,0,0,0,0,L12824,E12824,117.580116,28.953411
13950,8,1147,102.5984932,0,1147,0,0,32,0,0,0,L12824,E12824,117.844589,29.244728
13960,8,1142,0,0,1142,0,0,0,0,0,0,L12824,E12824,117.236359,29.382742
14000,9,1145,0,0,1145,0,0,0,0,0,0,L13867,E13867,118.536255,27.924686
14010,5.5,1149,0,0,1149,0,0,0,0,0,0,L13867,E13867,119.321577,26.073954
14034,3,1147,98.47469671,148.611911,1147,1088,1154,67,0,0,0,L12753,E12753,119.649918,29.104712
14093,9.5,1143,87.24342827,0,1143,0,0,0,0,0,C38,L11027,E11027,114.34333,34.785477
14126,6,1142,45.9239507,0,1142,0,0,0,0,0,C23,L13867,E13867,119.321577,26.073954
14127,9.5,1142,0,0,1142,0,0,0,0,0,C23,L13867,E13867,119.321577,26.073954
14139,8,1143,0,0,1143,0,0,0,0,0,0,L13867,E13867,119.321577,26.073954
14140,5,1142,54.531393,0,1142,0,0,0,0,0,C23,L13867,E13867,119.321577,26.073954
14152,8,1142,52.86464761,0,1142,0,0,0,0,0,0,L13867,E13867,118.934105,25.867622
14153,4,1142,52.86465409,142.3999445,1142,0,0,63,0,0,0,L12753,E12753,121.542656,29.866316
14172,5.5,1148,1.597311784,49.79019038,1148,0,0,66,1118,0,0,L12669,E12669,119.569855,31.995802
14173,9.5,1148,0,18.5403608,1148,0,0,0,1118,0,0,L12669,E12669,119.569855,31.995802
14256,2.5,1145,99.25301541,0,1145,1087,1145,59,0,0,0,L11296,E11296,109.02697,32.693626
14411,6.5,1145,45.9239507,0,1145,0,0,0,0,0,0,L13867,E13867,119.321577,26.073954
14517,4,1147,0,0,1147,0,1147,0,0,0,0,0,0,0,0
14614,5,1142,0,0,1142,0,0,0,0,0,0,L12669,E12669,119.5706177,31.74697876
14741,7.5,1140,90.26130727,0,1140,0,0,0,0,0,C22,L12669,E12669,120.733788,31.646582
14764,6.5,1145,0,0,1145,0,0,0,0,0,0,L12753,E12753,119.913009,28.448732
14912,8,1148,100.5674691,0,1148,0,0,0,0,0,C22,L12907,E12907,115.372276,28.425598
15027,6.5,1145,0,142.3999445,1145,0,0,0,0,0,0,L13867,E13867,118.323784,27.038864
15052,8.5,1148,89.88905952,0,1148,0,0,0,0,0,0,L12669,E12669,120.618622,31.31271
15228,8,1142,90.78724574,0,1142,0,0,0,0,0,C45,L12669,E12669,119.4442902,32.20648956
15233,5.5,1141,77.58545783,0,1141,0,0,0,0,0,C45,L12091,E12091,103.8579407,35.37914658
15286,3,1142,94.80296349,0,1142,1083,1142,60,0,0,0,L11141,E11141,119.106499,36.702705
15308,8.5,1148,93.47603312,0,1148,0,0,0,0,0,0,L13867,E13867,119.381439,25.727917
15443,1,1146,88.70729386,0,1146,1087,1153,67,0,0,0,L12753,E12753,119.649918,29.104712
15588,6,1140,0,0,1140,0,0,77,1112,0,0,L12824,E12824,117.930214,29.933117
15716,9,1140,0,0,1140,0,0,0,0,0,C36,L11371,E11371,112.38263,34.665276
15782,1,1142,90.66989944,0,1142,0,0,0,0,0,C83,L12824,E12824,117.236359,29.382742
15794,4,1142,51.77433748,0,1142,0,0,0,1112,1127,C1,L13867,E13867,117.483398,27.337692
15799,9,1142,0,0,1142,0,0,0,0,0,C1,L13867,E13867,117.483398,27.337692
15942,5,1140,0,0,1140,0,0,75,1127,1134,C14,L12753,E12753,118.8676453,28.95682144
16045,4.5,1143,56.0288761,0,1143,0,0,0,0,0,0,L12669,E12669,120.618622,31.31271
16046,3.5,1145,56.72202328,0,1145,0,0,0,0,0,0,L12669,E12669,120.618622,31.31271
16157,7.5,1148,2.825472166,0,1148,0,0,0,0,0,C13,L12753,E12753,120.73346,28.852207
16307,6.5,1145,97.87179273,0,1145,0,0,0,1111,0,0,L12669,E12669,120.733788,31.646582
16607,8.5,1142,55.67928013,0,1142,0,0,0,1111,0,C7,L13867,E13867,119.321577,26.073954
16669,6,1140,96.50045356,0,1140,1081,1159,79,0,0,0,L13952,E13952,114.302086,25.118843
16681,5.5,1144,99.1904991,0,1144,0,1144,0,0,0,C23,L12669,E12669,120.168625,30.294125
16819,8.5,1140,97.67031979,0,1140,0,0,0,0,0,0,L12824,E12824,119.486,31.430706
16890,7.5,1148,0,0,1148,0,0,0,0,1127,C12,L12753,E12753,119.478851,29.204453
17039,4,1145,0,0,1145,0,0,0,0,0,C62,L12669,E12669,119.6649399,29.80245781
17307,6,1148,54.54770572,46.38335516,1148,0,0,0,0,0,0,L13015,E13015,112.978134,28.198198
17333,1,1145,0,0,1145,0,0,0,1116,0,0,L13015,E13015,112.852417,27.245646
17475,3.5,1145,90.82661239,0,1145,0,0,0,1115,0,0,L12753,E12753,120.556442,27.675718
17481,7.5,1142,92.36394147,0,1142,0,0,43,0,0,C17,L12753,E12753,120.653221,28.018291
17483,6,1145,95.63697154,0,1145,0,0,0,0,0,C17,L12669,E12669,119.901375,31.013893
17511,1,1148,100.3627784,97.01232609,1148,1089,1158,70,0,0,C27,L12824,E12824,118.433945,29.86577
17578,8.5,1141,0,0,1141,0,0,0,0,0,C8,L11027,E11027,114.34333,34.785477
17584,9,1148,91.90758484,0,1148,1098,1148,51,0,0,0,L12669,E12669,120.168625,30.294125
17657,3,1144,45.44273887,0,1144,0,0,0,0,0,0,L12753,E12753,120.071625,29.300087
17675,1,1144,99.25966326,0,1144,0,1144,0,0,0,C18,L12669,E12669,120.099312,30.864964
18427,8.5,1142,102.6745658,0,1142,1085,1142,58,0,0,C61,L13867,E13867,118.10537,27.33988
18659,1,1145,33.11025194,0,1145,0,0,0,1115,0,0,L12669,E12669,120.9482346,31.3861084
18705,3.5,1143,96.41152825,0,1143,1084,1149,66,0,0,C24,L12669,E12669,120.168625,30.294125
18715,6,1142,0,0,1142,0,0,0,1112,1135,0,L12824,E12824,117.124092,28.964994
18809,8,1148,45.44273887,0,1148,0,0,0,0,0,0,L12753,E12753,121.542656,29.866316
18847,3,1142,58.09295321,0,1142,1085,1142,58,0,0,C1,L12669,E12669,119.952301,31.782784
19077,5.5,1145,95.10184809,0,1145,0,0,0,0,0,0,L13867,E13867,117.483398,27.337692
19082,6,1142,97.8728706,0,1142,0,0,0,1112,0,0,L12753,E12753,121.444199,29.979195
19087,4,1140,96.60429024,0,1140,0,0,0,0,0,0,L13284,E13284,103.831459,30.050497
19376,1,1142,87.37291546,0,1142,0,0,0,0,0,0,L11027,E11027,114.34333,34.785477
19562,7.5,1148,0,0,1148,0,0,0,0,0,0,L12669,E12669,120.733788,31.646582
19566,5.5,1149,0,0,1149,0,0,0,1119,1131,0,L12433,E12433,119.437187,32.39127
19743,8.5,1145,0,0,1145,0,0,0,1141,0,0,L12669,E12669,120.932022,30.517859
20023,5.5,1147,95.10907276,0,1147,0,0,0,1102,0,0,L13284,E13284,104.077995,30.650385
20024,7,1148,95.09267064,0,1148,0,0,0,0,0,0,L13284,E13284,104.077995,30.650385
20079,8,1149,42.14511945,0,1149,0,0,73,0,0,0,L13015,E13015,112.378121,24.779701
20285,7,1148,33.11025194,0,1148,0,0,0,0,0,0,L13867,E13867,118.862495,26.213224
20353,5.5,1142,94.75678856,49.79019038,1142,0,0,70,0,0,0,L12669,E12669,120.618622,31.31271
20374,9,1145,0,0,1145,0,0,0,0,0,0,L13867,E13867,119.2296143,26.09373856
21263,8,1145,0,0,1145,0,0,0,0,0,0,L13867,E13867,119.2296143,26.09373856
21690,9,1149,93.92449176,0,1149,1090,1173,84,0,0,C14,L13867,E13867,118.589905,24.909641
21771,6.5,1146,93.72041408,0,1146,0,0,0,0,0,0,L12907,E12907,114.23687,26.945564
21800,3,1143,89.55459738,0,1143,1086,1143,58,0,0,0,L11287,E11287,113.818992,31.61832
22000,1,1146,98.17935633,35.84893708,1146,1087,1151,65,0,0,C39,L12433,E12433,119.437187,32.39127
22130,6,1142,0,0,1142,0,0,0,1112,1127,0,L13867,E13867,119.518837,25.959837
22286,4,1149,97.2897309,0,1149,0,0,0,0,1149,0,L12669,E12669,120.168625,30.294125
22313,8,1148,0,49.90201683,1148,0,0,0,0,0,0,L13867,E13867,118.026779,27.756025
22337,7.5,1145,90.75941349,0,1145,0,0,0,1127,0,0,L12824,E12824,116.681953,28.691545
22344,4.5,1143,97.68886434,0,1143,0,0,0,0,0,0,L11141,E11141,119.106499,36.702705
22780,8,1145,2.825472166,0,1145,0,0,0,0,0,0,L12753,E12753,120.73346,28.852207
22853,4,1141,93.85054523,145.3757876,1141,1119,1141,23,0,0,0,L12824,E12824,117.481834,30.654661
22947,9,1140,87.97975372,0,1140,0,0,0,0,0,0,L12669,E12669,120.618622,31.31271
23106,7.5,1148,82.23979173,0,1148,0,0,0,0,0,C19,L11027,E11027,114.34333,34.785477
23141,8.5,1148,57.36591225,0,1148,0,0,0,0,0,0,L12907,E12907,114.608452,27.382462
23362,8.5,1146,50.77635546,0,1146,0,0,0,0,0,C33,L11027,E11027,113.641312,34.758076
23492,5.5,1142,51.69710839,0,1142,0,0,0,0,0,0,L13867,E13867,119.321577,26.073954
23565,8.5,1145,91.45320635,0,1145,0,0,0,0,0,0,L12669,E12669,120.26609,31.90877
23602,9,1149,80.96047455,0,1149,0,0,0,0,0,C19,L13867,E13867,118.589905,24.909641
23613,8.5,1149,76.39842854,0,1149,0,0,0,0,0,C18,L11027,E11027,114.34333,34.785477
23630,7,1144,81.58288205,0,1144,0,0,0,0,0,C22,L12753,E12753,120.578262,30.004515
23760,2.5,1145,50.77635546,0,1145,0,0,0,0,0,0,L13952,E13952,116.594063,23.260954
23768,8.5,1140,50.77635546,0,1140,0,0,0,0,0,0,L12753,E12753,120.058441,28.648392
23837,8.5,1146,88.22622845,0,1146,0,0,0,0,0,0,L12669,E12669,120.618622,31.31271
23922,9,1145,53.33758948,0,1145,0,0,0,0,0,0,L12753,E12753,120.815277,29.58749
24061,9.5,1147,94.50143691,0,1147,0,0,0,0,0,0,L12669,E12669,120.297668,31.574614
24776,8.5,1142,0,0,1142,0,0,0,1112,0,0,L13867,E13867,119.321577,26.073954
24778,6,1148,33.11025194,0,1148,0,0,0,1118,0,0,L13867,E13867,119.321577,26.073954
25154,2.5,1149,99.63302474,0,1149,1090,1166,77,0,0,0,L12753,E12753,120.556442,27.675718
25207,3,1149,42.14511945,0,1149,0,0,0,0,0,0,L13867,E13867,119.321577,26.073954
25412,1,1143,94.46184335,190.5372715,1143,0,0,70,0,0,C19,L13867,E13867,118.323784,27.038864
25671,7,1147,90.61647639,9.668151488,1147,1088,1159,72,0,0,0,L13867,E13867,118.589905,24.909641
25703,7.5,1148,63.68401634,0,1148,0,0,0,0,0,0,L12669,E12669,120.753204,30.767469
25891,7.5,1148,45.9239507,0,1148,0,0,0,1118,1131,0,L13867,E13867,119.011101,25.433954
25915,1.5,1147,85.49756019,0,1147,0,0,0,0,0,C19,L12907,E12907,116.351341,27.984781
26029,8.5,1148,45.44273887,0,1148,0,0,0,1118,0,0,L13867,E13867,119.011101,25.433954
26617,7.5,1143,91.68823866,0,1143,0,0,0,0,0,0,L12669,E12669,119.5706177,31.74697876
26779,9,1145,99.80347243,0,1145,0,0,0,0,0,0,L13867,E13867,117.781792,26.39761
